"date" "word" "n" "year_total" "word_total"
2004-09-15 "time" 396 161458 25425
2004-09-15 "trade" 262 161458 12834
2004-09-15 "union" 352 161458 10537
2004-09-15 "united" 2389 161458 120949
2004-09-15 "view" 171 161458 11343
2004-09-15 "war" 245 161458 21426
2004-09-15 "weapons" 267 161458 16939
2004-09-15 "world" 1526 161458 89132
2005-09-15 "achieve" 249 141999 10213
2005-09-15 "action" 295 141999 16503
2005-09-15 "africa" 347 141999 29980
2005-09-15 "african" 265 141999 18219
2005-09-15 "agreement" 185 141999 12320
2005-09-15 "arab" 102 141999 11247
2005-09-15 "arms" 108 141999 11210
2005-09-15 "assembly" 644 141999 39932
2005-09-15 "assistance" 309 141999 11561
2005-09-15 "based" 164 141999 10704
2005-09-15 "challenges" 335 141999 10170
2005-09-15 "change" 150 141999 11309
2005-09-15 "charter" 205 141999 16097
2005-09-15 "commitment" 285 141999 10328
2005-09-15 "common" 204 141999 10870
2005-09-15 "community" 583 141999 37936
2005-09-15 "conference" 134 141999 21701
2005-09-15 "conflict" 292 141999 16727
2005-09-15 "conflicts" 145 141999 11456
2005-09-15 "continue" 361 141999 19221
2005-09-15 "cooperation" 405 141999 17552
2005-09-15 "council" 840 141999 29218
2005-09-15 "countries" 1156 141999 85811
2005-09-15 "country" 614 141999 39541
2005-09-15 "crisis" 82 141999 12500
2005-09-15 "delegation" 130 141999 12971
2005-09-15 "democratic" 297 141999 14000
2005-09-15 "determination" 87 141999 10119
2005-09-15 "developed" 210 141999 12428
2005-09-15 "developing" 406 141999 26012
2005-09-15 "development" 1698 141999 63063
2005-09-15 "disarmament" 141 141999 13285
2005-09-15 "east" 165 141999 18712
2005-09-15 "economic" 603 141999 55155
2005-09-15 "effective" 276 141999 11485
2005-09-15 "efforts" 599 141999 35195
2005-09-15 "ensure" 266 141999 11643
2005-09-15 "financial" 127 141999 10368
2005-09-15 "force" 100 141999 10217
2005-09-15 "forces" 88 141999 10811
2005-09-15 "foreign" 123 141999 13288
2005-09-15 "free" 127 141999 10472
2005-09-15 "freedom" 181 141999 10391
2005-09-15 "future" 211 141999 15552
2005-09-15 "global" 397 141999 21899
2005-09-15 "government" 515 141999 36814
2005-09-15 "hope" 275 141999 19418
2005-09-15 "human" 978 141999 36657
2005-09-15 "implementation" 284 141999 10777
2005-09-15 "including" 287 141999 10842
2005-09-15 "independence" 54 141999 14069
2005-09-15 "international" 1699 141999 117236
2005-09-15 "israel" 118 141999 10545
2005-09-15 "issues" 237 141999 11465
2005-09-15 "justice" 150 141999 10896
2005-09-15 "law" 278 141999 13993
2005-09-15 "major" 156 141999 10592
2005-09-15 "means" 122 141999 11658
2005-09-15 "measures" 167 141999 12398
2005-09-15 "middle" 131 141999 12987
2005-09-15 "military" 67 141999 12335
2005-09-15 "national" 400 141999 23575
2005-09-15 "nations" 2220 141999 124786
2005-09-15 "negotiations" 145 141999 13235
2005-09-15 "nuclear" 288 141999 22934
2005-09-15 "operation" 20 141999 15661
2005-09-15 "organization" 568 141999 35640
2005-09-15 "palestinian" 123 141999 10259
2005-09-15 "parties" 126 141999 11257
2005-09-15 "past" 148 141999 10918
2005-09-15 "peace" 1004 141999 77842
2005-09-15 "peaceful" 160 141999 15088
2005-09-15 "people" 641 141999 54354
2005-09-15 "peoples" 251 141999 25181
2005-09-15 "policy" 122 141999 13567
2005-09-15 "political" 438 141999 33692
2005-09-15 "poverty" 343 141999 10387
2005-09-15 "powers" 38 141999 10041
2005-09-15 "president" 315 141999 18758
2005-09-15 "principles" 192 141999 16368
2005-09-15 "process" 405 141999 19495
2005-09-15 "progress" 308 141999 17577
2005-09-15 "question" 78 141999 11259
2005-09-15 "recent" 172 141999 11188
2005-09-15 "regard" 240 141999 11452
2005-09-15 "region" 301 141999 21386
2005-09-15 "regional" 237 141999 13213
2005-09-15 "relations" 121 141999 18910
2005-09-15 "republic" 286 141999 23316
2005-09-15 "resolution" 192 141999 14938
2005-09-15 "resolutions" 86 141999 10068
2005-09-15 "resources" 232 141999 15034
2005-09-15 "respect" 291 141999 17360
2005-09-15 "responsibility" 232 141999 10002
2005-09-15 "rights" 864 141999 33678
2005-09-15 "role" 291 141999 15396
2005-09-15 "secretary" 329 141999 18224
2005-09-15 "security" 1247 141999 58620
2005-09-15 "session" 420 141999 29355
2005-09-15 "settlement" 84 141999 10468
2005-09-15 "situation" 190 141999 22626
2005-09-15 "social" 352 141999 21320
2005-09-15 "solution" 101 141999 14990
2005-09-15 "south" 143 141999 26854
2005-09-15 "special" 143 141999 12822
2005-09-15 "stability" 242 141999 11323
2005-09-15 "support" 634 141999 30258
2005-09-15 "system" 273 141999 16129
2005-09-15 "terrorism" 656 141999 11726
2005-09-15 "time" 331 141999 25425
2005-09-15 "trade" 273 141999 12834
2005-09-15 "union" 231 141999 10537
2005-09-15 "united" 2179 141999 120949
2005-09-15 "view" 144 141999 11343
2005-09-15 "war" 169 141999 21426
2005-09-15 "weapons" 272 141999 16939
2005-09-15 "world" 1175 141999 89132
2006-09-15 "achieve" 227 155136 10213
2006-09-15 "action" 282 155136 16503
2006-09-15 "africa" 280 155136 29980
2006-09-15 "african" 276 155136 18219
2006-09-15 "agreement" 177 155136 12320
2006-09-15 "arab" 138 155136 11247
2006-09-15 "arms" 109 155136 11210
2006-09-15 "assembly" 721 155136 39932
2006-09-15 "assistance" 265 155136 11561
2006-09-15 "based" 191 155136 10704
2006-09-15 "challenges" 368 155136 10170
2006-09-15 "change" 161 155136 11309
2006-09-15 "charter" 152 155136 16097
2006-09-15 "commitment" 303 155136 10328
2006-09-15 "common" 209 155136 10870
2006-09-15 "community" 785 155136 37936
2006-09-15 "conference" 129 155136 21701
2006-09-15 "conflict" 405 155136 16727
2006-09-15 "conflicts" 217 155136 11456
2006-09-15 "continue" 420 155136 19221
2006-09-15 "cooperation" 452 155136 17552
2006-09-15 "council" 961 155136 29218
2006-09-15 "countries" 1254 155136 85811
2006-09-15 "country" 803 155136 39541
2006-09-15 "crisis" 131 155136 12500
2006-09-15 "delegation" 143 155136 12971
2006-09-15 "democratic" 328 155136 14000
2006-09-15 "determination" 106 155136 10119
2006-09-15 "developed" 228 155136 12428
2006-09-15 "developing" 438 155136 26012
2006-09-15 "development" 1740 155136 63063
2006-09-15 "disarmament" 76 155136 13285
2006-09-15 "east" 324 155136 18712
2006-09-15 "economic" 566 155136 55155
2006-09-15 "effective" 271 155136 11485
2006-09-15 "efforts" 687 155136 35195
2006-09-15 "ensure" 259 155136 11643
2006-09-15 "financial" 138 155136 10368
2006-09-15 "force" 186 155136 10217
2006-09-15 "forces" 112 155136 10811
2006-09-15 "foreign" 140 155136 13288
2006-09-15 "free" 184 155136 10472
2006-09-15 "freedom" 134 155136 10391
2006-09-15 "future" 257 155136 15552
2006-09-15 "global" 691 155136 21899
2006-09-15 "government" 637 155136 36814
2006-09-15 "hope" 322 155136 19418
2006-09-15 "human" 931 155136 36657
2006-09-15 "implementation" 285 155136 10777
2006-09-15 "including" 266 155136 10842
2006-09-15 "independence" 75 155136 14069
2006-09-15 "international" 1962 155136 117236
2006-09-15 "israel" 174 155136 10545
2006-09-15 "issues" 258 155136 11465
2006-09-15 "justice" 166 155136 10896
2006-09-15 "law" 258 155136 13993
2006-09-15 "major" 182 155136 10592
2006-09-15 "means" 149 155136 11658
2006-09-15 "measures" 164 155136 12398
2006-09-15 "middle" 294 155136 12987
2006-09-15 "military" 129 155136 12335
2006-09-15 "national" 406 155136 23575
2006-09-15 "nations" 2409 155136 124786
2006-09-15 "negotiations" 170 155136 13235
2006-09-15 "nuclear" 249 155136 22934
2006-09-15 "operation" 17 155136 15661
2006-09-15 "organization" 625 155136 35640
2006-09-15 "palestinian" 193 155136 10259
2006-09-15 "parties" 182 155136 11257
2006-09-15 "past" 244 155136 10918
2006-09-15 "peace" 1290 155136 77842
2006-09-15 "peaceful" 192 155136 15088
2006-09-15 "people" 904 155136 54354
2006-09-15 "peoples" 319 155136 25181
2006-09-15 "policy" 147 155136 13567
2006-09-15 "political" 448 155136 33692
2006-09-15 "poverty" 370 155136 10387
2006-09-15 "powers" 53 155136 10041
2006-09-15 "president" 380 155136 18758
2006-09-15 "principles" 214 155136 16368
2006-09-15 "process" 409 155136 19495
2006-09-15 "progress" 365 155136 17577
2006-09-15 "question" 97 155136 11259
2006-09-15 "recent" 225 155136 11188
2006-09-15 "regard" 239 155136 11452
2006-09-15 "region" 441 155136 21386
2006-09-15 "regional" 265 155136 13213
2006-09-15 "relations" 147 155136 18910
2006-09-15 "republic" 289 155136 23316
2006-09-15 "resolution" 325 155136 14938
2006-09-15 "resolutions" 113 155136 10068
2006-09-15 "resources" 230 155136 15034
2006-09-15 "respect" 322 155136 17360
2006-09-15 "responsibility" 211 155136 10002
2006-09-15 "rights" 819 155136 33678
2006-09-15 "role" 285 155136 15396
2006-09-15 "secretary" 399 155136 18224
2006-09-15 "security" 1361 155136 58620
2006-09-15 "session" 438 155136 29355
2006-09-15 "settlement" 98 155136 10468
2006-09-15 "situation" 234 155136 22626
2006-09-15 "social" 325 155136 21320
2006-09-15 "solution" 163 155136 14990
2006-09-15 "south" 172 155136 26854
2006-09-15 "special" 167 155136 12822
2006-09-15 "stability" 259 155136 11323
2006-09-15 "support" 640 155136 30258
2006-09-15 "system" 237 155136 16129
2006-09-15 "terrorism" 575 155136 11726
2006-09-15 "time" 390 155136 25425
2006-09-15 "trade" 327 155136 12834
2006-09-15 "union" 284 155136 10537
2006-09-15 "united" 2301 155136 120949
2006-09-15 "view" 141 155136 11343
2006-09-15 "war" 229 155136 21426
2006-09-15 "weapons" 239 155136 16939
2006-09-15 "world" 1405 155136 89132
2007-09-15 "achieve" 239 155583 10213
2007-09-15 "action" 317 155583 16503
2007-09-15 "africa" 315 155583 29980
2007-09-15 "african" 337 155583 18219
2007-09-15 "agreement" 220 155583 12320
2007-09-15 "arab" 124 155583 11247
2007-09-15 "arms" 110 155583 11210
2007-09-15 "assembly" 722 155583 39932
2007-09-15 "assistance" 262 155583 11561
2007-09-15 "based" 212 155583 10704
2007-09-15 "challenges" 399 155583 10170
2007-09-15 "change" 839 155583 11309
2007-09-15 "charter" 168 155583 16097
2007-09-15 "commitment" 320 155583 10328
2007-09-15 "common" 239 155583 10870
2007-09-15 "community" 696 155583 37936
2007-09-15 "conference" 209 155583 21701
2007-09-15 "conflict" 316 155583 16727
2007-09-15 "conflicts" 192 155583 11456
2007-09-15 "continue" 377 155583 19221
2007-09-15 "cooperation" 466 155583 17552
2007-09-15 "council" 643 155583 29218
2007-09-15 "countries" 1266 155583 85811
2007-09-15 "country" 846 155583 39541
2007-09-15 "crisis" 134 155583 12500
2007-09-15 "delegation" 105 155583 12971
2007-09-15 "democratic" 279 155583 14000
2007-09-15 "determination" 102 155583 10119
2007-09-15 "developed" 208 155583 12428
2007-09-15 "developing" 423 155583 26012
2007-09-15 "development" 1486 155583 63063
2007-09-15 "disarmament" 85 155583 13285
2007-09-15 "east" 214 155583 18712
2007-09-15 "economic" 647 155583 55155
2007-09-15 "effective" 262 155583 11485
2007-09-15 "efforts" 653 155583 35195
2007-09-15 "ensure" 230 155583 11643
2007-09-15 "financial" 126 155583 10368
2007-09-15 "force" 137 155583 10217
2007-09-15 "forces" 106 155583 10811
2007-09-15 "foreign" 111 155583 13288
2007-09-15 "free" 171 155583 10472
2007-09-15 "freedom" 142 155583 10391
2007-09-15 "future" 274 155583 15552
2007-09-15 "global" 733 155583 21899
2007-09-15 "government" 530 155583 36814
2007-09-15 "hope" 300 155583 19418
2007-09-15 "human" 764 155583 36657
2007-09-15 "implementation" 213 155583 10777
2007-09-15 "including" 251 155583 10842
2007-09-15 "independence" 86 155583 14069
2007-09-15 "international" 1860 155583 117236
2007-09-15 "israel" 104 155583 10545
2007-09-15 "issues" 253 155583 11465
2007-09-15 "justice" 176 155583 10896
2007-09-15 "law" 257 155583 13993
2007-09-15 "major" 179 155583 10592
2007-09-15 "means" 142 155583 11658
2007-09-15 "measures" 152 155583 12398
2007-09-15 "middle" 194 155583 12987
2007-09-15 "military" 117 155583 12335
2007-09-15 "national" 468 155583 23575
2007-09-15 "nations" 2342 155583 124786
2007-09-15 "negotiations" 178 155583 13235
2007-09-15 "nuclear" 270 155583 22934
2007-09-15 "operation" 63 155583 15661
2007-09-15 "organization" 460 155583 35640
2007-09-15 "palestinian" 141 155583 10259
2007-09-15 "parties" 195 155583 11257
2007-09-15 "past" 176 155583 10918
2007-09-15 "peace" 1077 155583 77842
2007-09-15 "peaceful" 182 155583 15088
2007-09-15 "people" 838 155583 54354
2007-09-15 "peoples" 271 155583 25181
2007-09-15 "policy" 145 155583 13567
2007-09-15 "political" 527 155583 33692
2007-09-15 "poverty" 347 155583 10387
2007-09-15 "powers" 75 155583 10041
2007-09-15 "president" 381 155583 18758
2007-09-15 "principles" 214 155583 16368
2007-09-15 "process" 431 155583 19495
2007-09-15 "progress" 323 155583 17577
2007-09-15 "question" 100 155583 11259
2007-09-15 "recent" 181 155583 11188
2007-09-15 "regard" 207 155583 11452
2007-09-15 "region" 392 155583 21386
2007-09-15 "regional" 295 155583 13213
2007-09-15 "relations" 134 155583 18910
2007-09-15 "republic" 331 155583 23316
2007-09-15 "resolution" 257 155583 14938
2007-09-15 "resolutions" 89 155583 10068
2007-09-15 "resources" 299 155583 15034
2007-09-15 "respect" 299 155583 17360
2007-09-15 "responsibility" 241 155583 10002
2007-09-15 "rights" 648 155583 33678
2007-09-15 "role" 273 155583 15396
2007-09-15 "secretary" 354 155583 18224
2007-09-15 "security" 1126 155583 58620
2007-09-15 "session" 409 155583 29355
2007-09-15 "settlement" 92 155583 10468
2007-09-15 "situation" 279 155583 22626
2007-09-15 "social" 368 155583 21320
2007-09-15 "solution" 187 155583 14990
2007-09-15 "south" 156 155583 26854
2007-09-15 "special" 159 155583 12822
2007-09-15 "stability" 246 155583 11323
2007-09-15 "support" 649 155583 30258
2007-09-15 "system" 249 155583 16129
2007-09-15 "terrorism" 402 155583 11726
2007-09-15 "time" 411 155583 25425
2007-09-15 "trade" 262 155583 12834
2007-09-15 "union" 291 155583 10537
2007-09-15 "united" 2248 155583 120949
2007-09-15 "view" 136 155583 11343
2007-09-15 "war" 177 155583 21426
2007-09-15 "weapons" 210 155583 16939
2007-09-15 "world" 1381 155583 89132
2008-09-15 "achieve" 246 153394 10213
2008-09-15 "action" 276 153394 16503
2008-09-15 "africa" 410 153394 29980
2008-09-15 "african" 323 153394 18219
2008-09-15 "agreement" 198 153394 12320
2008-09-15 "arab" 126 153394 11247
2008-09-15 "arms" 85 153394 11210
2008-09-15 "assembly" 661 153394 39932
2008-09-15 "assistance" 251 153394 11561
2008-09-15 "based" 209 153394 10704
2008-09-15 "challenges" 443 153394 10170
2008-09-15 "change" 608 153394 11309
2008-09-15 "charter" 160 153394 16097
2008-09-15 "commitment" 257 153394 10328
2008-09-15 "common" 178 153394 10870
2008-09-15 "community" 627 153394 37936
2008-09-15 "conference" 190 153394 21701
2008-09-15 "conflict" 277 153394 16727
2008-09-15 "conflicts" 164 153394 11456
2008-09-15 "continue" 369 153394 19221
2008-09-15 "cooperation" 467 153394 17552
2008-09-15 "council" 520 153394 29218
2008-09-15 "countries" 1331 153394 85811
2008-09-15 "country" 752 153394 39541
2008-09-15 "crisis" 568 153394 12500
2008-09-15 "delegation" 97 153394 12971
2008-09-15 "democratic" 261 153394 14000
2008-09-15 "determination" 92 153394 10119
2008-09-15 "developed" 215 153394 12428
2008-09-15 "developing" 438 153394 26012
2008-09-15 "development" 1521 153394 63063
2008-09-15 "disarmament" 40 153394 13285
2008-09-15 "east" 146 153394 18712
2008-09-15 "economic" 597 153394 55155
2008-09-15 "effective" 255 153394 11485
2008-09-15 "efforts" 647 153394 35195
2008-09-15 "ensure" 270 153394 11643
2008-09-15 "financial" 372 153394 10368
2008-09-15 "force" 143 153394 10217
2008-09-15 "forces" 108 153394 10811
2008-09-15 "foreign" 103 153394 13288
2008-09-15 "free" 166 153394 10472
2008-09-15 "freedom" 145 153394 10391
2008-09-15 "future" 250 153394 15552
2008-09-15 "global" 881 153394 21899
2008-09-15 "government" 540 153394 36814
2008-09-15 "hope" 246 153394 19418
2008-09-15 "human" 753 153394 36657
2008-09-15 "implementation" 219 153394 10777
2008-09-15 "including" 265 153394 10842
2008-09-15 "independence" 80 153394 14069
2008-09-15 "international" 1876 153394 117236
2008-09-15 "israel" 97 153394 10545
2008-09-15 "issues" 279 153394 11465
2008-09-15 "justice" 227 153394 10896
2008-09-15 "law" 288 153394 13993
2008-09-15 "major" 186 153394 10592
2008-09-15 "means" 131 153394 11658
2008-09-15 "measures" 187 153394 12398
2008-09-15 "middle" 125 153394 12987
2008-09-15 "military" 125 153394 12335
2008-09-15 "national" 442 153394 23575
2008-09-15 "nations" 1922 153394 124786
2008-09-15 "negotiations" 155 153394 13235
2008-09-15 "nuclear" 157 153394 22934
2008-09-15 "operation" 29 153394 15661
2008-09-15 "organization" 435 153394 35640
2008-09-15 "palestinian" 123 153394 10259
2008-09-15 "parties" 123 153394 11257
2008-09-15 "past" 180 153394 10918
2008-09-15 "peace" 903 153394 77842
2008-09-15 "peaceful" 139 153394 15088
2008-09-15 "people" 945 153394 54354
2008-09-15 "peoples" 257 153394 25181
2008-09-15 "policy" 155 153394 13567
2008-09-15 "political" 499 153394 33692
2008-09-15 "poverty" 379 153394 10387
2008-09-15 "powers" 48 153394 10041
2008-09-15 "president" 402 153394 18758
2008-09-15 "principles" 214 153394 16368
2008-09-15 "process" 335 153394 19495
2008-09-15 "progress" 331 153394 17577
2008-09-15 "question" 109 153394 11259
2008-09-15 "recent" 205 153394 11188
2008-09-15 "regard" 249 153394 11452
2008-09-15 "region" 307 153394 21386
2008-09-15 "regional" 258 153394 13213
2008-09-15 "relations" 141 153394 18910
2008-09-15 "republic" 299 153394 23316
2008-09-15 "resolution" 157 153394 14938
2008-09-15 "resolutions" 76 153394 10068
2008-09-15 "resources" 313 153394 15034
2008-09-15 "respect" 265 153394 17360
2008-09-15 "responsibility" 238 153394 10002
2008-09-15 "rights" 598 153394 33678
2008-09-15 "role" 234 153394 15396
2008-09-15 "secretary" 253 153394 18224
2008-09-15 "security" 1140 153394 58620
2008-09-15 "session" 376 153394 29355
2008-09-15 "settlement" 83 153394 10468
2008-09-15 "situation" 300 153394 22626
2008-09-15 "social" 322 153394 21320
2008-09-15 "solution" 161 153394 14990
2008-09-15 "south" 179 153394 26854
2008-09-15 "special" 134 153394 12822
2008-09-15 "stability" 263 153394 11323
2008-09-15 "support" 605 153394 30258
2008-09-15 "system" 302 153394 16129
2008-09-15 "terrorism" 324 153394 11726
2008-09-15 "time" 398 153394 25425
2008-09-15 "trade" 262 153394 12834
2008-09-15 "union" 302 153394 10537
2008-09-15 "united" 1848 153394 120949
2008-09-15 "view" 113 153394 11343
2008-09-15 "war" 211 153394 21426
2008-09-15 "weapons" 120 153394 16939
2008-09-15 "world" 1552 153394 89132
2009-09-15 "achieve" 223 167318 10213
2009-09-15 "action" 332 167318 16503
2009-09-15 "africa" 339 167318 29980
2009-09-15 "african" 342 167318 18219
2009-09-15 "agreement" 190 167318 12320
2009-09-15 "arab" 163 167318 11247
2009-09-15 "arms" 125 167318 11210
2009-09-15 "assembly" 780 167318 39932
2009-09-15 "assistance" 212 167318 11561
2009-09-15 "based" 183 167318 10704
2009-09-15 "challenges" 542 167318 10170
2009-09-15 "change" 914 167318 11309
2009-09-15 "charter" 157 167318 16097
2009-09-15 "commitment" 297 167318 10328
2009-09-15 "common" 267 167318 10870
2009-09-15 "community" 671 167318 37936
2009-09-15 "conference" 302 167318 21701
2009-09-15 "conflict" 234 167318 16727
2009-09-15 "conflicts" 132 167318 11456
2009-09-15 "continue" 425 167318 19221
2009-09-15 "cooperation" 507 167318 17552
2009-09-15 "council" 661 167318 29218
2009-09-15 "countries" 1474 167318 85811
2009-09-15 "country" 847 167318 39541
2009-09-15 "crisis" 886 167318 12500
2009-09-15 "delegation" 123 167318 12971
2009-09-15 "democratic" 282 167318 14000
2009-09-15 "determination" 83 167318 10119
2009-09-15 "developed" 247 167318 12428
2009-09-15 "developing" 512 167318 26012
2009-09-15 "development" 1346 167318 63063
2009-09-15 "disarmament" 149 167318 13285
2009-09-15 "east" 187 167318 18712
2009-09-15 "economic" 1085 167318 55155
2009-09-15 "effective" 292 167318 11485
2009-09-15 "efforts" 691 167318 35195
2009-09-15 "ensure" 289 167318 11643
2009-09-15 "financial" 664 167318 10368
2009-09-15 "force" 114 167318 10217
2009-09-15 "forces" 93 167318 10811
2009-09-15 "foreign" 129 167318 13288
2009-09-15 "free" 205 167318 10472
2009-09-15 "freedom" 100 167318 10391
2009-09-15 "future" 351 167318 15552
2009-09-15 "global" 1197 167318 21899
2009-09-15 "government" 555 167318 36814
2009-09-15 "hope" 280 167318 19418
2009-09-15 "human" 622 167318 36657
2009-09-15 "implementation" 175 167318 10777
2009-09-15 "including" 269 167318 10842
2009-09-15 "independence" 77 167318 14069
2009-09-15 "international" 1958 167318 117236
2009-09-15 "israel" 139 167318 10545
2009-09-15 "issues" 319 167318 11465
2009-09-15 "justice" 160 167318 10896
2009-09-15 "law" 246 167318 13993
2009-09-15 "major" 189 167318 10592
2009-09-15 "means" 123 167318 11658
2009-09-15 "measures" 202 167318 12398
2009-09-15 "middle" 165 167318 12987
2009-09-15 "military" 147 167318 12335
2009-09-15 "national" 387 167318 23575
2009-09-15 "nations" 2186 167318 124786
2009-09-15 "negotiations" 192 167318 13235
2009-09-15 "nuclear" 502 167318 22934
2009-09-15 "operation" 18 167318 15661
2009-09-15 "organization" 430 167318 35640
2009-09-15 "palestinian" 155 167318 10259
2009-09-15 "parties" 139 167318 11257
2009-09-15 "past" 221 167318 10918
2009-09-15 "peace" 1070 167318 77842
2009-09-15 "peaceful" 163 167318 15088
2009-09-15 "people" 900 167318 54354
2009-09-15 "peoples" 250 167318 25181
2009-09-15 "policy" 159 167318 13567
2009-09-15 "political" 457 167318 33692
2009-09-15 "poverty" 268 167318 10387
2009-09-15 "powers" 59 167318 10041
2009-09-15 "president" 556 167318 18758
2009-09-15 "principles" 183 167318 16368
2009-09-15 "process" 341 167318 19495
2009-09-15 "progress" 316 167318 17577
2009-09-15 "question" 83 167318 11259
2009-09-15 "recent" 158 167318 11188
2009-09-15 "regard" 262 167318 11452
2009-09-15 "region" 326 167318 21386
2009-09-15 "regional" 286 167318 13213
2009-09-15 "relations" 179 167318 18910
2009-09-15 "republic" 355 167318 23316
2009-09-15 "resolution" 223 167318 14938
2009-09-15 "resolutions" 122 167318 10068
2009-09-15 "resources" 270 167318 15034
2009-09-15 "respect" 251 167318 17360
2009-09-15 "responsibility" 271 167318 10002
2009-09-15 "rights" 471 167318 33678
2009-09-15 "role" 298 167318 15396
2009-09-15 "secretary" 273 167318 18224
2009-09-15 "security" 1344 167318 58620
2009-09-15 "session" 415 167318 29355
2009-09-15 "settlement" 85 167318 10468
2009-09-15 "situation" 270 167318 22626
2009-09-15 "social" 313 167318 21320
2009-09-15 "solution" 179 167318 14990
2009-09-15 "south" 160 167318 26854
2009-09-15 "special" 129 167318 12822
2009-09-15 "stability" 293 167318 11323
2009-09-15 "support" 707 167318 30258
2009-09-15 "system" 320 167318 16129
2009-09-15 "terrorism" 213 167318 11726
2009-09-15 "time" 484 167318 25425
2009-09-15 "trade" 194 167318 12834
2009-09-15 "union" 280 167318 10537
2009-09-15 "united" 2101 167318 120949
2009-09-15 "view" 146 167318 11343
2009-09-15 "war" 211 167318 21426
2009-09-15 "weapons" 288 167318 16939
2009-09-15 "world" 1712 167318 89132
2010-09-15 "achieve" 252 157484 10213
2010-09-15 "action" 289 157484 16503
2010-09-15 "africa" 317 157484 29980
2010-09-15 "african" 292 157484 18219
2010-09-15 "agreement" 211 157484 12320
2010-09-15 "arab" 138 157484 11247
2010-09-15 "arms" 108 157484 11210
2010-09-15 "assembly" 730 157484 39932
2010-09-15 "assistance" 232 157484 11561
2010-09-15 "based" 193 157484 10704
2010-09-15 "challenges" 499 157484 10170
2010-09-15 "change" 625 157484 11309
2010-09-15 "charter" 153 157484 16097
2010-09-15 "commitment" 347 157484 10328
2010-09-15 "common" 212 157484 10870
2010-09-15 "community" 682 157484 37936
2010-09-15 "conference" 285 157484 21701
2010-09-15 "conflict" 257 157484 16727
2010-09-15 "conflicts" 144 157484 11456
2010-09-15 "continue" 445 157484 19221
2010-09-15 "cooperation" 451 157484 17552
2010-09-15 "council" 590 157484 29218
2010-09-15 "countries" 1165 157484 85811
2010-09-15 "country" 827 157484 39541
2010-09-15 "crisis" 301 157484 12500
2010-09-15 "delegation" 98 157484 12971
2010-09-15 "democratic" 228 157484 14000
2010-09-15 "determination" 103 157484 10119
2010-09-15 "developed" 189 157484 12428
2010-09-15 "developing" 389 157484 26012
2010-09-15 "development" 1443 157484 63063
2010-09-15 "disarmament" 143 157484 13285
2010-09-15 "east" 204 157484 18712
2010-09-15 "economic" 805 157484 55155
2010-09-15 "effective" 224 157484 11485
2010-09-15 "efforts" 716 157484 35195
2010-09-15 "ensure" 285 157484 11643
2010-09-15 "financial" 361 157484 10368
2010-09-15 "force" 99 157484 10217
2010-09-15 "forces" 118 157484 10811
2010-09-15 "foreign" 135 157484 13288
2010-09-15 "free" 198 157484 10472
2010-09-15 "freedom" 119 157484 10391
2010-09-15 "future" 278 157484 15552
2010-09-15 "global" 1115 157484 21899
2010-09-15 "government" 557 157484 36814
2010-09-15 "hope" 263 157484 19418
2010-09-15 "human" 701 157484 36657
2010-09-15 "implementation" 179 157484 10777
2010-09-15 "including" 262 157484 10842
2010-09-15 "independence" 110 157484 14069
2010-09-15 "international" 2013 157484 117236
2010-09-15 "israel" 177 157484 10545
2010-09-15 "issues" 272 157484 11465
2010-09-15 "justice" 178 157484 10896
2010-09-15 "law" 264 157484 13993
2010-09-15 "major" 174 157484 10592
2010-09-15 "means" 126 157484 11658
2010-09-15 "measures" 159 157484 12398
2010-09-15 "middle" 182 157484 12987
2010-09-15 "military" 75 157484 12335
2010-09-15 "national" 420 157484 23575
2010-09-15 "nations" 2346 157484 124786
2010-09-15 "negotiations" 204 157484 13235
2010-09-15 "nuclear" 466 157484 22934
2010-09-15 "operation" 26 157484 15661
2010-09-15 "organization" 424 157484 35640
2010-09-15 "palestinian" 178 157484 10259
2010-09-15 "parties" 209 157484 11257
2010-09-15 "past" 198 157484 10918
2010-09-15 "peace" 1152 157484 77842
2010-09-15 "peaceful" 198 157484 15088
2010-09-15 "people" 873 157484 54354
2010-09-15 "peoples" 236 157484 25181
2010-09-15 "policy" 188 157484 13567
2010-09-15 "political" 439 157484 33692
2010-09-15 "poverty" 276 157484 10387
2010-09-15 "powers" 40 157484 10041
2010-09-15 "president" 391 157484 18758
2010-09-15 "principles" 197 157484 16368
2010-09-15 "process" 352 157484 19495
2010-09-15 "progress" 351 157484 17577
2010-09-15 "question" 71 157484 11259
2010-09-15 "recent" 197 157484 11188
2010-09-15 "regard" 237 157484 11452
2010-09-15 "region" 357 157484 21386
2010-09-15 "regional" 264 157484 13213
2010-09-15 "relations" 174 157484 18910
2010-09-15 "republic" 302 157484 23316
2010-09-15 "resolution" 276 157484 14938
2010-09-15 "resolutions" 132 157484 10068
2010-09-15 "resources" 251 157484 15034
2010-09-15 "respect" 300 157484 17360
2010-09-15 "responsibility" 242 157484 10002
2010-09-15 "rights" 555 157484 33678
2010-09-15 "role" 419 157484 15396
2010-09-15 "secretary" 232 157484 18224
2010-09-15 "security" 1256 157484 58620
2010-09-15 "session" 365 157484 29355
2010-09-15 "settlement" 124 157484 10468
2010-09-15 "situation" 201 157484 22626
2010-09-15 "social" 306 157484 21320
2010-09-15 "solution" 142 157484 14990
2010-09-15 "south" 166 157484 26854
